cui,type,name
C1710438,mamm,Tool Mouse
C1721079,mamm,Ailuridae
C1739095,mamm,Bison bison
C1831584,mamm,Trichechus manatus latirostris
C1885242,mamm,Hipposideros pomona
C1893378,mamm,Pipistrellus deserti
C1911542,mamm,Miniopterus magnater
C1916992,mamm,Ia io
C1917719,mamm,Saccolaimus flaviventris
C1920435,mamm,Sylvilagus bachmani
C1925710,mamm,Epomophorus gambianus
C1929958,mamm,Suborder Haplorrhini
C1944135,mamm,Hipposideros speoris
C1947736,mamm,Antechinus agilis
C2281584,mamm,Hypsignathus monstrosus
C2297401,mamm,Chaerephon plicatus
C2307461,mamm,Eptesicus isabellinus
C2350483,mamm,"Rats, Transgenic"
C2350641,mamm,"Mice, hr"
C2632857,mamm,Rhinolophus blasii
C2632858,mamm,Rhinolophus eloquens
C2634156,mamm,Dobsonia magna
C2634659,mamm,Mormopterus sp. BBvV-2008
C2657171,mamm,Miniopterus griveaudi
C2657317,mamm,Neoromicia
C2661257,mamm,Asellia
C2663215,mamm,Hipposideros gigas
C2697641,mamm,ICR BR Mouse
C2697858,mamm,"LE, Rat Strain"
C2698297,mamm,B6C3 Mouse
C2699239,mamm,"SD, Rat Strain"
C2699257,mamm,"SS, Rat Strain"
C2699798,mamm,Domestic Short Hair Cat
C2700262,mamm,"WIST, Rat Strain"
C2733314,mamm,Order Soricomorpha
C2757863,mamm,Rhinopoma hardwickii
C2759042,mamm,Camelus ferus
C2764300,mamm,Triaenops afer
C2989226,mamm,Tylonycteris robustula
C2998521,mamm,Leptonycteris yerbabuenae
C3003969,mamm,Erinaceus amurensis
C3058774,mamm,Cercopithecus albogularis
C3059045,mamm,Hypsugo pulveratus
C3178755,mamm,Neanderthals
C3274441,mamm,SKH1-Hr hr
C3325960,mamm,Epomophorus labiatus
C3326534,mamm,Coleura afra
C3443625,mamm,Neoromicia zuluensis
C3557052,mamm,Papio kindae
C3557191,mamm,Chlorocebus cynosuros
C3665359,mamm,Female adult horse (organism)
C3665571,mamm,Porcine species
C3665621,mamm,Sus scrofa scrofa
C3668932,mamm,Grower pig for meat production
C3668992,mamm,Canis lupus lupus
C3669418,mamm,Lactating female goat
C3669420,mamm,Suckling pig for meat production
C3669478,mamm,Adult dog
C3669604,mamm,Odocoileus virginianus texanus
C3669622,mamm,Subgenus Paramanis
C3669629,mamm,Odobenus rosmarus divergens
C3669683,mamm,Replacement heifer for milk production
C3669692,mamm,Young housecat
C3669703,mamm,Unweaned beef calf
C3669712,mamm,Young sheep (organism)
C3669715,mamm,Finishing pig for meat production
C3669723,mamm,Female cattle prior to birth of first calf
C3669731,mamm,Horse under one year old
C3670223,mamm,Female rabbit
C3670370,mamm,Canis lupus pallipes
C3671631,mamm,Steatomys pratensis
C3672104,mamm,Panthera tigris amoyensis
C3672105,mamm,Panthera tigris altaica
C3672224,mamm,Felis silvestris lybica
C3672235,mamm,Felis silvestris cafra
C3672276,mamm,Feral housecat
C3672362,mamm,Rangifer tarandus granti
C3672398,mamm,Ursus arctos pruinosus
C3687500,mamm,Goat for milk production
C3687524,mamm,Calf for milk production
C3687526,mamm,Heifer calf
C3687529,mamm,Cow for milk production
C3687530,mamm,Castrated male cattle for beef production
C3687531,mamm,Heifer for milk production
C3687533,mamm,Weaned beef calf
C3687630,mamm,Adult horse
C3687639,mamm,Growing rabbit
C3687640,mamm,Adult pig
C3687644,mamm,Growing dog
C3687645,mamm,Male dog
C3687656,mamm,Wild bear
C3687661,mamm,Wild deer
C3693201,mamm,Tribe Camelini (organism)
C3714779,mamm,Equus asinus (female) X Equus caballus (male) intragenus hybrid
C3764037,mamm,Taphozous perforatus
C3825828,mamm,Pig-tailed macaque
C3829290,mamm,"Lewis, Rat Strain"
C3887509,mamm,Rabbits
C3905617,mamm,Hipposideros vittatus
C3980373,mamm,Pteropus sp.
C4004576,mamm,Paratriaenops
C4048236,mamm,Sigmodon hispidus
C4053822,mamm,ob/ob Mouse
C4053825,mamm,db/db Mouse
C4054131,mamm,"RNU, Rat Strain"
C4084889,mamm,Eastern Woodchuck
C4099366,mamm,Rhinonycteridae
C4334466,mamm,Epomops buettikoferi
C4505193,mamm,"Mice, Knockout, ApoE"
