cui,type,name
C0369241,fngs,Filamentous fungus
C0446010,fngs,Cryptococcus gattii
C0446021,fngs,Kluyveromyces lactis
C0446085,fngs,Aspergillus awamori
C0446137,fngs,Encapsulated yeast
C0521049,fngs,Conidia
C0521057,fngs,Hyphae
C0521058,fngs,Pseudohypha
C0521059,fngs,Ascoma
C0521061,fngs,Ascospore
C0579190,fngs,Botrytis cinerea
C0597258,fngs,Genus Pneumocystis
C0598466,fngs,plant fungi
C0600440,fngs,Sordariales
C0772093,fngs,Saccharomyces boulardii
C0949694,fngs,Fungal Components
C0949695,fngs,Mycelium
C0997431,fngs,Aspergillus giganteus
C0997446,fngs,Talaromyces
C0997454,fngs,Ascosphaera apis
C0997457,fngs,Cryphonectria parasitica
C0997468,fngs,Podospora anserina
C0997544,fngs,Melampsora lini
C0997559,fngs,Agaricomycotina
C0997613,fngs,Agrocybe aegerita
C0997671,fngs,Metarhizium
C1001443,fngs,Puccinia striiformis
C1002093,fngs,Pleosporaceae
C1002888,fngs,Clonostachys rosea
C1002920,fngs,Rhodotorula graminis
C1002924,fngs,Tolypocladium
C1002925,fngs,Tolypocladium inflatum
C1005075,fngs,Blumeria graminis
C1005084,fngs,Chaetothyriales
C1005086,fngs,Clavicipitaceae
C1005139,fngs,Entomophthora muscae
C1005771,fngs,Chaetomiaceae
C1008127,fngs,Hamigera avellanea
C1009193,fngs,Aspergillus carbonarius
C1011788,fngs,Pyrenophora tritici-repentis
C1011843,fngs,Cordyceps
C1018839,fngs,Uromyces viciae-fabae
C1022024,fngs,Penicillium verrucosum
C1023673,fngs,Golovinomyces cichoracearum
C1025512,fngs,Serendipita indica
C1027110,fngs,Scleroderma citrinum
C1027652,fngs,Penicillium ochrochloron
C1028843,fngs,Lacrymaria velutina
C1034610,fngs,Wolfiporia extensa
C1039585,fngs,Isaria farinosa
C1040541,fngs,Bovista
C1040682,fngs,Bovista plumbea
C1048004,fngs,Bionectriaceae
C1051658,fngs,Batrachochytrium dendrobatidis
C1052385,fngs,Russula delica
C1070970,fngs,Pezizomycotina
C1071267,fngs,Magnaporthe grisea
C1072840,fngs,Truncatella angustata
C1080944,fngs,Saccharomycetaceae
C1080959,fngs,Sclerotinia sclerotiorum
C1082148,fngs,Xylaria
C1082326,fngs,Nosema bombi
C1082783,fngs,Dothidea
C1087726,fngs,Pleurotus citrinopileatus
C1087980,fngs,Bipolaris oryzae
C1092989,fngs,Uromyces appendiculatus
C1093310,fngs,Nosema ceranae
C1136244,fngs,Mycorrhizae
C1138420,fngs,Endomycorrhizae
C1192674,fngs,Russula lepida
C1202050,fngs,Aspergillus silvaticus
C1212653,fngs,Orbiliomycetes
C1219666,fngs,Coccidioides posadasii
C1265415,fngs,Endophytes
C1483636,fngs,Hemileia vastatrix
C1485146,fngs,Cordyceps cicadae
C1531934,fngs,Cryptococcus neoformans var. grubii
C1532040,fngs,Veronaea
C1562222,fngs,Dimorphic fungi
C1622980,fngs,Paracoccidioides brasiliensis
C1661026,fngs,Erysiphe necator
C1687052,fngs,Magnaporthe oryzae
C1890393,fngs,fungal endophyte
C1960916,fngs,Yeast cell extract
C2295701,fngs,Ophiocordycipitaceae
C2295746,fngs,Metacordyceps
C2295747,fngs,Ophiocordyceps
C2613960,fngs,Macrorhabdus ornithogaster
C2618512,fngs,Rhizoctonia solani
C2628258,fngs,Candida auris
C2664655,fngs,Rhizophagus irregularis
C2786697,fngs,Pseudogymnoascus destructans
C2817029,fngs,Pleosporineae
C2989359,fngs,Sporothrix brasiliensis
C2995289,fngs,Apophysomyces trapeziformis
C3012172,fngs,Paecilomyces hepiali
C3146225,fngs,Puccinia striiformis var. striiformis
C3424526,fngs,Penicillium brefeldianum
C3463938,fngs,mitosporic Dothideomycetes <Exosporium>
C3579794,fngs,Trematosphaeriaceae
C3715795,fngs,Cordyceps guangdongensis
C3749582,fngs,Vestigium
C3826297,fngs,Pathogenic fungi
C4088375,fngs,Imperator
C4137221,fngs,Arthrinium sp.
C4160854,fngs,Eutypella sp.
C4163697,fngs,fungal sp.
C4277539,fngs,Fungal Microbiota
C4277685,fngs,Mycobiome
