cui,type,name
C0882828,cell,Cell positive for CD3 antigen
C0882833,cell,CD3+CD4+ cell
C0882836,cell,CD3+CD8+ cell
C0882849,cell,Cell positive for CD34 antigen
C0882903,cell,Cell positive for CD56 antigen
C0883208,cell,Lymphoma cells
C0887899,cell,Myeloid Cells
C0920751,cell,Heart cell
C0933799,cell,Ciliated columnar cell
C0935440,cell,Cuboidal cell
C0945924,cell,Cell positive for CD23 antigen
C0945928,cell,Cell positive for CD38 antigen
C0945933,cell,CD45+ cell
C0947286,cell,Cell positive for CD14 antigen
C1113654,cell,Neural Stem Cells
C1135918,cell,"Myocytes, Smooth Muscle"
C1135922,cell,"Myoblasts, Skeletal"
C1136335,cell,Multipotent Stem Cells
C1148382,cell,Monocytes+Macrophages
C1148429,cell,Unidentified cell
C1171322,cell,Adult Stem Cells
C1171346,cell,Human Embryonic Stem Cells
C1179009,cell,Retinal pigment cell
C1179149,cell,Epidermal cell
C1179186,cell,Serous cell
C1179517,cell,Acinar cell of pancreas
C1179554,cell,Pancreatic ductal cell
C1179870,cell,Nodal myocyte
C1180059,cell,Nucleated cell
C1180238,cell,Capillary Endothelial Cells
C1180326,cell,Olfactory epithelial cell
C1180924,cell,Non-nucleated cell
C1180925,cell,Corneocyte
C1181052,cell,Thyroid Gland Follicular Cell
C1182459,cell,Differentiated muscle cell
C1182604,cell,Stem cell of epidermis
C1182605,cell,Ciliated columnar cell of tracheobronchial tree
C1182610,cell,Corneal epithelial cell
C1182611,cell,Conjunctival epithelial cell
C1182654,cell,Corneal endothelial cell
C1182659,cell,Hyalocyte
C1182776,cell,Lens cell
C1182789,cell,Epithelial cell of visceral layer of glomerular capsule
C1182791,cell,Glomerular endothelial cell
C1183428,cell,Solocyte
C1183499,cell,Mesodermal cell
C1253961,cell,Colligocyte
C1254573,cell,Mature erythrocyte
C1257739,cell,NIH 3T3 Cells
C1257741,cell,BALB 3T3 Cells
C1257743,cell,3T3-L1 Cells
C1257751,cell,Erythroid Cells
C1257774,cell,Granulocyte Precursor Cells
C1257792,cell,Vascular Endothelial Cells
C1257793,cell,Lymphatic Endothelial Cells
C1257857,cell,COS-1 Cells
C1257858,cell,COS-7 Cells
C1257909,cell,Diploid Cell
C1257912,cell,Haploid Cell
C1257913,cell,Polyploid Cell
C1257975,cell,Mesenchymal Stem Cells
C1258005,cell,HCT116 Cells
C1266872,cell,Renal tubular epithelial cell
C1266873,cell,Bladder epithelial cell
C1266875,cell,Epidermal Langerhans cell
C1267817,cell,Lymphocyte positive for both CD3 antigen and CD16 antigen
C1267822,cell,CD4+ CD25+ Regulatory T Cells
C1267837,cell,B lymphocyte positive for CD19 antigen
C1267883,cell,Lymphocyte positive for CD17 antigen
C1268005,cell,Hematopoietic precursor cell
C1268006,cell,Neutrophilic granulocytic cell
C1268007,cell,Myeloid precursor cell
C1268008,cell,Eosinophilic granulocytic cell
C1268443,cell,Normal cell
C1269647,cell,Entire cell
C1272578,cell,Skin fibroblast
C1275629,cell,Keratocyte
C1292097,cell,IgA B lymphocyte
C1292098,cell,IgD B lymphocyte
C1292100,cell,IgG B lymphocyte
C1292101,cell,IgM B lymphocyte
C1321301,cell,Peripheral blood mononuclear cell (cell)
C1328818,cell,Podocytes
C1440231,cell,Cell positive for BCL2 protein
C1440235,cell,Cell positive for CD103 antigen
C1440359,cell,Cells.CD80
C1440380,cell,Cells.cyclin D1
C1441322,cell,Viable cells
C1441340,cell,100 cells
C1441375,cell,Cells.total
C1442179,cell,Amniotic Fluid cells
C1449624,cell,Neuroepithelial Cells
C1455888,cell,Atypical Glandular Cell
C1510779,cell,Adenocarcinoma Cell
C1511246,cell,Bone marrow stem cell
C1511446,cell,Mouse Oligodendroglial Cell
C1511465,cell,CY40
C1511740,cell,Decidual cell
C1511762,cell,Mouse Dendritic Cell
C1512035,cell,Dopaminergic Neurons
C1512100,cell,Dysplastic Epithelial Cell
C1512140,cell,ES Cell Line
C1512199,cell,Glomerular Mesangial Cells
C1512310,cell,HL60
C1512333,cell,Hamster Cell Line
C1512478,cell,Hodgkin Cell
C1512505,cell,Breast Cancer Cell
C1512631,cell,Immature B-Lymphocyte
C1512865,cell,Intermediate Type Trophoblastic Cell
C1512899,cell,Interphase Cell
C1512944,cell,Intraepithelial Lymphocytes
C1512977,cell,Mammalian Cell
C1513019,cell,Mature B-Lymphocyte
C1513029,cell,Mature T-Lymphocyte
C1513095,cell,Melanoma Cell
C1513410,cell,Monkey Cell Line
C1513469,cell,Monocytoid B-Lymphocyte
C1513493,cell,Mott Cell
C1513528,cell,Mouse Cell Line
C1513715,cell,Mucinous Bronchial Cell
C1513729,cell,Mucus-Secreting Cell
C1513872,cell,Naive Pregerminal Center B-Lymphocyte
C1514137,cell,"Plant Tissue, Cells"
C1514170,cell,Pleomorphic Cell
C1514657,cell,RL13
C1514716,cell,Raji Cell
C1514732,cell,Rat-1
C1514733,cell,Rat Cell Line
C1514760,cell,Receptor Cell
C1514965,cell,Mouse Stem Cell
C1514994,cell,Striated muscle cell
C1515146,cell,TE03
C1515878,cell,Activated B-Lymphocyte
C1515879,cell,Activated Lymphocyte
C1515881,cell,Activated Natural Killer Cell
C1515964,cell,Anaplastic Cell
C1516097,cell,B lymphoblast
C1516469,cell,Chicken Cells
C1516470,cell,Chief cell
C1516859,cell,Stromal cell of endometrium
C1517530,cell,Mouse Germ Cell
C1517548,cell,Glandular cell
C1517631,cell,K-562
C1517806,cell,Leukemic Cell
C1517917,cell,Hepatic stem cell
C1518068,cell,Popcorn Cell
C1518174,cell,Malignant Epithelial Cell
C1518245,cell,Malignant Squamous Cell
C1518272,cell,Neuroectodermal Cell
C1518275,cell,Neuroendocrine Cells
C1518565,cell,Olfactory Receptor Cells
C1518985,cell,Perineurial Cell
C1518990,cell,Periosteal cell
C1518994,cell,Peripheral B-Lymphocyte
C1518997,cell,Peripheral Blood Lymphocyte
C1518999,cell,Peripheral Blood Stem Cells
C1519010,cell,Mesothelial cell of peritoneum
C1519221,cell,Secretory cell
C1519354,cell,Skin squamous cell
C1519442,cell,Specialized epithelial cell
C1519449,cell,Spermatogenic Cell
C1519477,cell,Splenocyte
C1519515,cell,Tingible Body Macrophage
C1519550,cell,Dental pulp cell
C1519658,cell,Trophoblast cell
C1519715,cell,Type II Epithelial Receptor Cell
C1519720,cell,Type I Epithelial Receptor Cell
C1522072,cell,Skin - Epidermis - Keratinocyte (MMHCC)
C1522109,cell,Leukocyte - Lymphocyte - B-Lymphocyte (MMHCC)
C1522131,cell,Leukocyte - Lymphocyte - T-Lymphocyte (MMHCC)
C1522151,cell,Leukocyte - Lymphocyte - Thymocyte (MMHCC)
C1522165,cell,Leukocyte - Myelocyte (Granulocyte) - Basophil - Mast Cell (MMHCC)
C1522173,cell,CNS - Brain - Astrocyte (MMHCC)
C1522237,cell,Thyroid Gland - Parafollicular Cell (MMHCC)
C1522260,cell,Connective Tissue - Fibroblasts (MMHCC)
C1522406,cell,interstitial cell
C1522445,cell,Interdigitating Dendritic Cell
C1522529,cell,Islet Cell
C1522639,cell,Leukocyte (WBC) (MMHCC)
C1522667,cell,Leukocyte - Monocyte (MMHCC)
C1522703,cell,Leukocyte - Lymphocyte (MMHCC)
C1523993,cell,Leukocyte - Monocyte - Macrophage (MMHCC)
C1524008,cell,Leukocyte - Natural Killer Cell (MMHCC)
C1524102,cell,Leukocyte - Myelocyte (Granulocyte) - Neutrophil (MMHCC)
C1524111,cell,Erythrocyte (RBC) (MMHCC)
C1545484,cell,Non-squamous epithelial cell
C1563925,cell,Tr1 Cells
C1563926,cell,Th3 Cells
C1622423,cell,polymorphonuclear granulocyte
C1640380,cell,Bone Marrow Stromal Cells
C1704336,cell,Skeletal Myocytes
C1706725,cell,Adrenal Cortical Cell
C1707524,cell,Corticotroph
C1707937,cell,Epithelial Stem Cell
C1708248,cell,Gonadotrophs
C1711172,cell,therapeutic autologous lymphocytes
C1711178,cell,Bronchial Epithelial Cell
C1720858,cell,"Adipocytes, White"
C1721044,cell,Fetal Stem Cells
C1861193,cell,THROMBOCYTE B
C1883178,cell,Subclone
C1883279,cell,Terminal Duct Cell
C1953343,cell,Chromosome number
C1953382,cell,Forward primer
C1955926,cell,Pro-B Lymphocytes
C1955941,cell,"Precursor Cells, T-Lymphoid"
C1956319,cell,Common Myeloid Progenitors
C1956385,cell,Plasmacytoid Dendritic Cells
C1956421,cell,Neoplastic Stem Cells
C1956422,cell,Cancer Stem Cells
C1978802,cell,Cytokeratin cells
C2323499,cell,Hematopoietic cell
C2324639,cell,Retinal glial cell
C2325187,cell,Lens epithelial cell
C2328196,cell,Sympathetic preganglionic neuron
C2328960,cell,Hippocampal interneuron
C2328961,cell,Type 1 vestibular sensory cell
C2330894,cell,Retinal pigment epithelial cell
C2331651,cell,Polar Bodies
C2331667,cell,Type II of carotid body
C2333349,cell,Retinal microglial cell
C2333949,cell,Cholinergic Neurons
C2334011,cell,Wandering histiocyte
C2334670,cell,Tracheal goblet cell
C2337419,cell,Splenic macrophage
C2338017,cell,Neuron of retina
C2339194,cell,Supporting cell
C2340022,cell,Resting histiocyte
C2340138,cell,Hepatic Stellate Cells
C2347368,cell,Nucleated Blood Cell
C2348032,cell,Cytokine-Induced Killer Cells
C2350052,cell,Granulocyte Progenitor Cells
C2350175,cell,Erythroid Progenitor Cells
C2350331,cell,Retinal Neurons
C2350466,cell,Natural Killer T-Cells
C2350467,cell,Invariant Natural Killer T-Cells
C2350831,cell,Retinal Photoreceptor Cells
C2599885,cell,Immature neutrophils
C2708700,cell,Immature cells
C2709199,cell,Natural killer
C2717940,cell,Hep G2 Cells
C2717959,cell,Induced Pluripotent Stem Cells
C2924433,cell,Intestinal goblet cell
C2936239,cell,HEK293 Cells
C2936408,cell,Mesophyll Cells
C2936411,cell,Th17 Cells
C2936498,cell,Embryoid Bodies
C2936598,cell,Pancreatic Stellate Cells
C2936608,cell,Side-Population Cells
C2952444,cell,Mononuclear phagocyte
C2985406,cell,DU 145
C3146292,cell,Mouse Basophil
C3161470,cell,Cartilage Cell
C3172555,cell,Ciliated epithelial cell
C3178739,cell,Effector B Cells
C3178740,cell,Be1 Cells
C3178844,cell,Mesenchymal Stromal Cells
C3178867,cell,Plant Cells
C3178914,cell,"B-Lymphocytes, Regulatory"
C3179110,cell,Feeder Cells
C3179121,cell,Human Umbilical Vein Endothelial Cells
C3273371,cell,CD4 Positive Memory T-Lymphocyte
C3494245,cell,Sf9 Cells
C3494246,cell,Sf21 Cells
C3496194,cell,Epidermal cells
C3640949,cell,Inducible CD4+CD25+ Regulatory T Cells
C3641721,cell,Naive T-Lymphocyte
C3641722,cell,Effector T-Lymphocyte
C3656689,cell,B cell+T cell
C3658289,cell,Human Induced Pluripotent Stem Cells
C3658291,cell,Adult Germline Stem Cells
C3661481,cell,Radial Glial Cells
C3686472,cell,Biliary epithelial cell
C3714800,cell,SCID-Repopulating Cell
C3826603,cell,Cell metabolism
C3826992,cell,Immature Myeloid Cell
C3828361,cell,Recent Thymic Emigrant
C3849991,cell,Glandular Epithelial Cells
C3850017,cell,Endothelial Progenitor Cells
C3891065,cell,Mucosal-Associated Invariant T-Cell
C3891660,cell,Tumor-Associated Macrophage
C3896693,cell,Bone Marrow-Derived Cell
C3897252,cell,Umbilical Cord Blood-derived Natural Killer Cells
C3899239,cell,Exhausted T-Cell
C4038423,cell,cervical cells
C4042840,cell,RAW 264.7 Cells
C4042878,cell,Embryonic Germ Cells
C4042879,cell,Mouse Embryonic Stem Cells
C4055475,cell,Alzheimer Type II Astrocyte
C4082861,cell,Vascular smooth muscle cell
C4084729,cell,Cardiac Stem Cell
C4085194,cell,Conventional Dendritic Cell
C4086555,cell,M2 Macrophage
C4086901,cell,Therapeutic gamma delta T-lymphocytes
C4086923,cell,Unselected Mononuclear Cell
C4277543,cell,Myeloid-Derived Suppressor Cells
C4277548,cell,Cancer-Associated Fibroblasts
C4277577,cell,A549 Cells
C4277646,cell,Place Cells
C4277737,cell,Grid Cells
C4284002,cell,Type 1 Regulatory T-Cell
C4289596,cell,Effector Memory T-Lymphocyte
C4289823,cell,Central Memory T-Lymphocyte
C4322670,cell,CD3+ T lymphocyte
C4322733,cell,CD56+ NK cell
C4322735,cell,CD20+ B lymphocyte
C4322813,cell,CD44+ T lymphocyte
C4330475,cell,Immune Cell
C4331503,cell,Virus-specific Cytotoxic T-lymphocytes
C4505105,cell,Oligodendrocyte Precursor Cells
C4505192,cell,THP-1 Cells
C4521448,cell,Derived Peripheral Blood Mononuclear Cell
C4525597,cell,Autologous Peripheral Blood Mononuclear Cells
C4527316,cell,Chimeric Antigen Receptor T-cells
C4527420,cell,T-cell Receptor-engineered T-cells
C4528422,cell,NCI-60 Cell Line
