cui,type,name
C0242773,plnt,Daucus carota
C0242775,plnt,Agricultural Crops
C0282635,plnt,Mosses
C0330090,plnt,Flowers
C0330098,plnt,Wild plant
C0330099,plnt,Bush
C0330100,plnt,Vine
C0330103,plnt,Perennial plant
C0330148,plnt,Gymnosperm
C0330152,plnt,Juniperus
C0330165,plnt,Cycas revoluta
C0330186,plnt,Pinus <genus>
C0330188,plnt,Pinus ponderosa
C0330190,plnt,Pinus contorta
C0330191,plnt,Pinus radiata
C0330194,plnt,Thuja plicata
C0330199,plnt,Taxus
C0330208,plnt,Angiosperm
C0330209,plnt,Magnoliopsida
C0330220,plnt,Aristolochia
C0330232,plnt,Piper
C0330247,plnt,Actaea
C0330279,plnt,Argemone ochroleuca
C0330294,plnt,Papaver somniferum
C0330302,plnt,Quercus
C0330303,plnt,Acorn
C0330312,plnt,Betula Genus
C0330318,plnt,Alder plant
C0330333,plnt,Phytolacca americana
C0330362,plnt,Salsola
C0330370,plnt,Amaranthus
C0330386,plnt,Rumex
C0330463,plnt,Viola <angiosperm>
C0330470,plnt,Passiflora
C0330482,plnt,Momordica charantia
C0330498,plnt,Brassica oleracea
C0330502,plnt,Brassica napus
C0330527,plnt,Malva parviflora
C0330531,plnt,Ulmus
C0330540,plnt,Morus (plant)
C0330543,plnt,Humulus
C0330544,plnt,Humulus lupulus
C0330545,plnt,Urticaceae
C0330546,plnt,Urtica
C0330557,plnt,Euphorbia tirucalli
C0330580,plnt,Jatropha curcas
C0330656,plnt,Prunus dulcis
C0330657,plnt,Prunus cerasus
C0330660,plnt,Prunus domestica
C0330751,plnt,Sarothamnus scoparius
C0330774,plnt,Medicago truncatula
C0330783,plnt,Trifolium pratense
C0330788,plnt,Vicia faba
C0330794,plnt,Tephrosia
C0330796,plnt,Sophora
C0330802,plnt,Prosopis <angiosperm>
C0330803,plnt,Prosopis juliflora
C0330823,plnt,Melilotus
C0330828,plnt,Mimosa
C0330829,plnt,Mimosa pudica
C0330886,plnt,Geranium
C0330922,plnt,Citrus aurantium
C0330923,plnt,Pilocarpus
C0330941,plnt,Melia azedarach
C0330953,plnt,Anacardium occidentale
C0330955,plnt,Mangifera indica
C0330996,plnt,Acer
C0331030,plnt,Hedera helix
C0331055,plnt,Sambucus
C0331059,plnt,Sambucus nigra
C0331065,plnt,Lonicera
C0331123,plnt,Vinca
C0331124,plnt,Catharanthus roseus
C0331167,plnt,Myoporum
C0331211,plnt,Nicotiana rustica
C0331225,plnt,Solanum nigrum
C0331252,plnt,Ipomoea batatas
C0331292,plnt,Salvia
C0331303,plnt,Perilla
C0331304,plnt,Perilla frutescens
C0331308,plnt,Artemisia (plant)
C0331312,plnt,Aster Plant
C0331331,plnt,Ageratina adenophora
C0331428,plnt,Milk Thistle
C0331432,plnt,Ambrosia
C0331496,plnt,Avena (plant)
C0331511,plnt,Brachiaria
C0331554,plnt,Hordeum vulgare
C0331556,plnt,Lolium temulentum
C0331570,plnt,Sorghum
C0331571,plnt,Sorghum bicolor
C0331605,plnt,Ornithogalum longibracteatum
C0331657,plnt,Galanthus
C0331658,plnt,Galanthus nivalis
C0331662,plnt,Hippeastrum
C0331672,plnt,Narcissus
C0331673,plnt,Narcissus pseudonarcissus
C0331674,plnt,Narcissus tazetta
C0331680,plnt,Tulip plant
C0331707,plnt,Fresh water algae
C0331745,plnt,Equisetum
C0331746,plnt,Equisetum arvense
C0348066,plnt,Mugwort
C0376217,plnt,Heliotropium europaeum
C0392737,plnt,Digitalis purpurea
C0443307,plnt,Plant spore
C0446223,plnt,Amaryllidaceae
C0446224,plnt,Solanaceae
C0446228,plnt,Asteraceae
C0446250,plnt,Plantaginaceae
C0446254,plnt,Cucurbitaceae
C0446258,plnt,Amaryllis
C0446275,plnt,Pomona
C0446282,plnt,Phleum
C0446301,plnt,Apium graveolens
C0446307,plnt,Petroselinum crispum
C0453135,plnt,Carica papaya
C0453151,plnt,Watercress
C0453265,plnt,Salvia officinalis
C0453397,plnt,Piper nigrum (plant)
C0487824,plnt,Cucurbita pepo
C0521083,plnt,Kava
C0522456,plnt,Carica
C0522459,plnt,Populus alba
C0522466,plnt,Comfrey
C0522467,plnt,Genus Mentha
C0522471,plnt,Teucrium
C0524824,plnt,Brassicaceae
C0524871,plnt,Linaceae
C0524878,plnt,Apiaceae
C0524882,plnt,Polygonaceae
C0524884,plnt,Rubber Tree
C0524886,plnt,Lilium
C0524887,plnt,Yucca
C0524903,plnt,Lavandula
C0524904,plnt,Lamiaceae
C0524954,plnt,Lauraceae
C0524981,plnt,Zingiberaceae
C0599067,plnt,Phoenix dactylifera
C0600402,plnt,Ocimum basilicum
C0600609,plnt,Urtica dioica
C0682475,plnt,Tracheophyta
C0682476,plnt,Arecales
C0682480,plnt,Piperaceae
C0682492,plnt,Vitis vinifera
C0686899,plnt,Artemisia annua
C0696758,plnt,Ephedra sinica
C0696841,plnt,Lycopodium serratum
C0696858,plnt,Siraitia grosvenorii
C0696940,plnt,Salvia miltiorrhiza
C0696979,plnt,Trichosanthis
C0697062,plnt,Collinsonia canadensis
C0697105,plnt,Glycyrrhiza glabra
C0697139,plnt,Larrea tridentata
C0697157,plnt,Mentha piperita
C0697176,plnt,Passiflora incarnata
C0697197,plnt,Pulmonaria
C0697238,plnt,Thymus vulgaris
C0740009,plnt,Nicotiana tabacum
C0750899,plnt,Ulva
C0752222,plnt,Calendula officinalis
C0752223,plnt,Calendula
C0752226,plnt,Chamomile
C0752227,plnt,Chamaemelum nobile
C0752326,plnt,Reishi mushroom
C0752338,plnt,Usnea
C0795673,plnt,Vaccinium myrtillus
C0868970,plnt,Host plants
C0877851,plnt,Taraxacum officinale
C0884950,plnt,Amaranthus caudatus
C0884982,plnt,Hibiscus
C0885226,plnt,Cimicifuga racemosa
C0936043,plnt,Genus Dioscorea
C0936045,plnt,Genus Cucumis
C0936179,plnt,Glycyrrhiza uralensis
C0936216,plnt,Verbascum
C0936217,plnt,Angelica
C0939811,plnt,Podophyllum peltatum
C0946568,plnt,Ambrosia artemisiifolia
C0946574,plnt,Artocarpus heterophyllus
C0946575,plnt,Asparagus officinalis
C0946615,plnt,Cryptomeria japonica
C0946715,plnt,Origanum vulgare
C0946846,plnt,Plantago
C0946894,plnt,Sesamum indicum
C0947381,plnt,Helianthus annuus
C0949314,plnt,Panax ginseng
C0949746,plnt,Myristicaceae
C0949790,plnt,Rhizome
C0949820,plnt,Vitaceae
C0949832,plnt,Acanthaceae
C0949850,plnt,Picea
C0949862,plnt,Zygophyllaceae
C0949865,plnt,Hevea
C0949891,plnt,Actinidia
C0949898,plnt,Rhus
C0949902,plnt,Aristolochiaceae
C0949931,plnt,Betulaceae
C0949938,plnt,Illicium anisatum
C0949939,plnt,Star Anise
C0949941,plnt,Juglandaceae
C0949946,plnt,Lythraceae
C0949963,plnt,Pedaliaceae
C0949985,plnt,Lepidium
C0949999,plnt,Carnation
C0950005,plnt,Cistus
C0950007,plnt,Garcinia
C0950009,plnt,Combretaceae
C0950019,plnt,Trichosanthes kirilowii
C0950051,plnt,Cicer arietinum
C0950069,plnt,Kudzu
C0950101,plnt,Curcuma longa
C0950153,plnt,"Plants, Genetically Modified"
C0969714,plnt,Viburnum
C0969725,plnt,Myricaceae
C0969727,plnt,Phytolaccaceae
C0969742,plnt,Phyllanthus emblica (plant)
C0969743,plnt,Maackia amurensis
C0969755,plnt,Nymphaea lotus
C0971874,plnt,Actinidia deliciosa
C0971876,plnt,Meliaceae
C0971877,plnt,Salicaceae
C0973446,plnt,Tamarindus indica
C0995149,plnt,Yarrow
C0995181,plnt,Willow
C0996256,plnt,Gracilariopsis lemaneiformis
C0996260,plnt,Porphyra umbilicalis
C0996262,plnt,Porphyra yezoensis
C0996321,plnt,Ectocarpus siliculosus
C0996323,plnt,Pylaiella littoralis
C0996331,plnt,Emiliania huxleyi
C0996433,plnt,Volvox carteri
C0996466,plnt,Ulva pertusa
C0996474,plnt,Bryopsis plumosa
C0996529,plnt,Physcomitrella patens
C0996551,plnt,Selaginellaceae
C0996552,plnt,Selaginella
C0996599,plnt,Picea excelsa
C0996613,plnt,Pinus sylvestris (plant)
C0996622,plnt,Cryptomeria
C0996638,plnt,Magnolia
C0996640,plnt,Magnolia acuminata
C0996715,plnt,Spinacia oleracea
C0996752,plnt,Momordica cochinchinensis
C0996782,plnt,Rosa x damascena
C0996824,plnt,Dioclea
C0996834,plnt,Griffonia simplicifolia
C0996847,plnt,Macrotyloma axillare
C0996857,plnt,Ulex
C0996858,plnt,Ulex europaeus
C0996862,plnt,Vigna
C0996864,plnt,Vigna mungo
C0996865,plnt,Vigna unguiculata
C0996867,plnt,Philenoptera violacea
C0996933,plnt,Nicotiana sylvestris
C0996935,plnt,Nicotiana benthamiana
C0996937,plnt,Petunia x hybrida
C0996954,plnt,Scutellaria
C0996955,plnt,Solenostemon scutellarioides
C0997139,plnt,Lemna
C0997142,plnt,Lemna minor
C0997157,plnt,Bromus
C0997233,plnt,Zingiber
C0997300,plnt,Phytophthora infestans
C0997303,plnt,Phytophthora parasitica
C1000534,plnt,Chamerion angustifolium (plant)
C1000588,plnt,Peperomia
C1000634,plnt,Amborella trichopoda
C1000833,plnt,Schisandra sphenanthera
C1000926,plnt,Pteris vittata
C1000987,plnt,Hordeum chilense
C1000991,plnt,Nardus
C1001040,plnt,Houttuynia cordata
C1001180,plnt,Chrysobalanus icaco
C1001224,plnt,Alchemilla
C1001229,plnt,Filipendula
C1001240,plnt,Rubus
C1001320,plnt,Galium
C1002062,plnt,Pogostemon cablin
C1002794,plnt,Neottia ovata
C1002815,plnt,Lathyrus nissolia
C1002845,plnt,Galium aparine
C1003641,plnt,Agardhiella subulata
C1004006,plnt,Amelanchier alnifolia
C1004026,plnt,Rosa woodsii
C1004632,plnt,Cafeteria
C1005484,plnt,Griffithsia
C1006780,plnt,Citrus maxima
C1006890,plnt,Clematis vitalba
C1007509,plnt,Eragrostis
C1007570,plnt,Eucheuma serra
C1007592,plnt,Kappaphycus alvarezii
C1007802,plnt,Euphorbia dendroides
C1008143,plnt,Melissa officinalis
C1008177,plnt,Verbascum thapsus
C1008254,plnt,Aspidistra elatior
C1008257,plnt,Liriope muscari
C1009049,plnt,Ipomopsis aggregata
C1009138,plnt,Crithmum maritimum
C1009534,plnt,Bellis (plant)
C1009574,plnt,Chrysanthemum x morifolium
C1010793,plnt,Gardenia
C1011522,plnt,Panax quinquefolius
C1011668,plnt,Eichhornia
C1011670,plnt,Eichhornia crassipes
C1011793,plnt,Cyanidioschyzon merolae
C1012554,plnt,Glycyrrhiza echinata
C1012978,plnt,Hepatica
C1014875,plnt,Koeleria
C1014921,plnt,Sophora flavescens
C1014935,plnt,Alchemilla vulgaris
C1015000,plnt,Gentianella campestris
C1015032,plnt,Satureja
C1015034,plnt,Satureja montana
C1016329,plnt,Elaeis guineensis
C1016706,plnt,Ridolfia segetum
C1017207,plnt,Teucrium chamaedrys
C1017208,plnt,Teucrium flavum
C1017691,plnt,Dipteryx odorata
C1017906,plnt,Clerodendrum trichotomum
C1018538,plnt,Forsythia
C1018772,plnt,Posidonia oceanica
C1018829,plnt,Dioscorea polystachya
C1019761,plnt,Macleaya cordata
C1019847,plnt,Araucaria angustifolia
C1020462,plnt,Filipendula ulmaria
C1021144,plnt,Parkinsonia
C1021145,plnt,Parkinsonia aculeata
C1021264,plnt,Hymenocallis littoralis
C1023087,plnt,Canavalia brasiliensis
C1025331,plnt,Scutellaria baicalensis (plant)
C1025431,plnt,Capparis spinosa
C1025436,plnt,Salix sp.
C1025636,plnt,Cymbopogon nardus
C1025657,plnt,Sasa
C1025873,plnt,Morus bombycis
C1026059,plnt,Durio zibethinus
C1026541,plnt,Phytophthora sojae
C1026888,plnt,Ageratum conyzoides
C1028060,plnt,Ostreococcus tauri
C1028565,plnt,Subclass Asteridae
C1028819,plnt,Pinus pinaster
C1029262,plnt,Artemisia herba-alba
C1029387,plnt,Nannochloropsis gaditana
C1029849,plnt,Pelargonium graveolens
C1030195,plnt,Melaleuca armillaris
C1030549,plnt,Sargassum muticum
C1030673,plnt,Rosa canina
C1030674,plnt,Rosa eglanteria
C1030681,plnt,Rosa rugosa
C1030687,plnt,Rosa laevigata
C1030689,plnt,Rosa roxburghii
C1031389,plnt,Salix alba
C1032305,plnt,Pilocarpus pennatifolius
C1033238,plnt,Betula platyphylla
C1033491,plnt,Caladenia
C1035281,plnt,Polygonatum odoratum
C1035302,plnt,Lycoris
C1035432,plnt,Grewia
C1036374,plnt,Roseodendron donnell-smithii
C1036438,plnt,Vaccinium ovatum
C1037275,plnt,Morus nigra
C1037325,plnt,Viburnum opulus
C1037682,plnt,Magnolia officinalis
C1040858,plnt,Gastrodia elata
C1040877,plnt,Platycarya
C1044677,plnt,Boesenbergia rotunda
C1046253,plnt,Ophiopogon japonicus
C1048122,plnt,Desmodesmus subspicatus
C1048932,plnt,Ecklonia cava
C1049240,plnt,Lonicera japonica
C1049779,plnt,Themeda triandra
C1055345,plnt,Sargassum pallidum
C1057194,plnt,Cinnamomum cassia
C1057626,plnt,Myrtus communis
C1059156,plnt,Lagerstroemia speciosa
C1060911,plnt,Forsythia suspensa
C1068317,plnt,Crataegus monogyna
C1068776,plnt,Carpobrotus chilensis
C1070217,plnt,Althaea
C1070218,plnt,Althaea officinalis
C1071616,plnt,Alexa
C1072178,plnt,Nepenthes ampullaria
C1073054,plnt,Lycoris aurea
C1074162,plnt,Aspalathus linearis
C1075351,plnt,Ziziphus mauritiana
C1077177,plnt,Isatis indigotica
C1078207,plnt,Citrus x microcarpa
C1078317,plnt,Melaleuca alternifolia
C1079680,plnt,Olneya tesota
C1079904,plnt,Schinus terebinthifolius
C1080866,plnt,Canavalia
C1080894,plnt,Nepenthes
C1080898,plnt,Sagittaria <water-plantain>
C1081385,plnt,Amelanchier
C1081390,plnt,Quillaja
C1081499,plnt,Epipactis helleborine
C1082871,plnt,Euphrasia
C1082966,plnt,Glycyrrhiza lepidota
C1083266,plnt,Torreya nucifera
C1084567,plnt,Epimedium
C1085943,plnt,Bletilla striata
C1089159,plnt,Centrolobium
C1092984,plnt,Myrica
C1093500,plnt,Taraxacum
C1094133,plnt,Phalaenopsis equestris
C1094241,plnt,Polygonum cuspidatum
C1095052,plnt,Azadirachta indica
C1095866,plnt,Linum usitatissimum
C1119921,plnt,Rheum rhaponicum
C1123020,plnt,Triticum aestivum
C1135778,plnt,Aceraceae
C1135854,plnt,Stephania tetrandra
C1136029,plnt,Zea luxurians
C1136058,plnt,Plant Tubers
C1140671,plnt,Oryza sativa
C1140676,plnt,Lycopersicon esculentum
C1140702,plnt,Nigella sativa
C1148469,plnt,Achillea millefolium
C1167626,plnt,Cymbopogon citratus
C1167636,plnt,Pulmonaria officinalis
C1188200,plnt,Alnus japonica
C1190193,plnt,Selaginella tamariscina
C1190257,plnt,Vachellia constricta
C1193112,plnt,Dodecadenia grandiflora
C1193341,plnt,Symphonia globulifera
C1193988,plnt,Nothapodytes nimmoniana
C1194524,plnt,Cistanche deserticola
C1197539,plnt,Ecklonia stolonifera
C1197914,plnt,Halimeda renschii
C1199284,plnt,Broussonetia papyrifera
C1200905,plnt,Rumex crispus
C1206950,plnt,Saxifraga stolonifera
C1209765,plnt,Transberingia
C1210298,plnt,Selaginella doederleinii
C1213048,plnt,Tylosema esculentum
C1213846,plnt,Hydropuntia
C1217004,plnt,Polygonatum cyrtonema
C1218744,plnt,Plantago asiatica
C1219931,plnt,Amomum tsao-ko
C1220856,plnt,Vicia lutea
C1221539,plnt,Cymbosema roseum
C1232520,plnt,Acacia mangium
C1234851,plnt,Arisaema jacquemontii
C1258043,plnt,Ligustrum lucidum
C1260603,plnt,Plant fiber
C1261252,plnt,Lens culinaris
C1261477,plnt,Lactuca sativa
C1328961,plnt,tree pollen
C1457892,plnt,Anethum graveolens
C1463421,plnt,Cynanchum wilfordii
C1473294,plnt,Cratylia mollis
C1475722,plnt,Lycoris chinensis
C1475832,plnt,Cuscuta chinensis
C1481779,plnt,Solieria filiformis
C1486857,plnt,Virola
C1486877,plnt,Virola surinamensis
C1490376,plnt,Typhonium divaricatum
C1500535,plnt,Achnanthes brevipes
C1510478,plnt,Matricaria chamomilla
C1510488,plnt,Phaseolus acutifolius
C1522377,plnt,Non-Vascular Plant
C1535816,plnt,Cymbopogon martini
C1536360,plnt,Commiphora myrrha (plant)
C1562025,plnt,Embryophyta
C1623196,plnt,Lavandula angustifolia
C1623788,plnt,Spondias purpurea
C1624902,plnt,Salsola tragus
C1626230,plnt,Physalis pubescens
C1626750,plnt,Thymbra
C1630331,plnt,Magnolia obovata
C1634356,plnt,Populus trichocarpa
C1641810,plnt,Cinchona officinalis
C1643559,plnt,Eucheuma denticulatum
C1652879,plnt,Rosa dumalis
C1656361,plnt,Euphrasia officinalis
C1658087,plnt,Syzygium aromaticum
C1662409,plnt,Satureja thymbra
C1668028,plnt,Limonium sinense
C1677210,plnt,basal Magnoliophyta
C1677349,plnt,Rhus chinensis
C1720878,plnt,Phloem
C1895745,plnt,Nekemias grossedentata
C1897100,plnt,Erythrostemon caladenia
C1898958,plnt,Guatteria amplifolia
C1906741,plnt,Peperomia pellucida
C1923533,plnt,Lysimachia mauritiana
C1928955,plnt,Cladosiphon
C1932899,plnt,Bolbostemma paniculatum
C1935970,plnt,Morella esculenta
C1937811,plnt,Forsteronia refracta
C1940771,plnt,Lotus japonicus
C2277377,plnt,Pistacia atlantica
C2285502,plnt,Clematis montana
C2302747,plnt,Micranthes melanocentra
C2306371,plnt,Canistrocarpus cervicornis
C2309863,plnt,Crataegus rhipidophylla
C2310513,plnt,Tetraena gaetula
C2313998,plnt,Lindera pulcherrima
C2617639,plnt,Toona sinensis
C2638413,plnt,Thymus marschallianus
C2638415,plnt,Thymus proximus
C2645426,plnt,Thymbra capitata
C2650008,plnt,Colobanthus quitensis
C2657964,plnt,Euclea schimperi
C2664033,plnt,Rabdosia rubescens
C2667631,plnt,Cordia verbenacea
C2698331,plnt,"Bark, Root"
C2698332,plnt,"Bark, Stem"
C2698771,plnt,Petal
C2698772,plnt,Petiole
C2698829,plnt,"Plant, Whole"
C2699270,plnt,Saposhnikovia divaricata root
C2699288,plnt,Sepal
C2699479,plnt,Cuticle
C2700441,plnt,Bark - plant part
C2717855,plnt,Endosperm
C2717857,plnt,Flower Head
C2757825,plnt,Astragalus mongholicus
C2759827,plnt,Hibiscus mutabilis
C2771323,plnt,Viola diffusa
C2771873,plnt,Lychnophora ericoides
C2776295,plnt,Artemisia fukudo
C2789818,plnt,Isodon amethystoides
C2816572,plnt,Justicia gendarussa
C2826370,plnt,Castorbean Seed
C2990389,plnt,Thapsia tenuifolia
C3008652,plnt,Santolina insularis
C3063280,plnt,North American clade
C3127418,plnt,Isatideae
C3329544,plnt,Desmodium canadense
C3331440,plnt,Boodlea coacta
C3365281,plnt,Scrophularia scorodonia
C3415309,plnt,Teucrium capitatum
C3559818,plnt,Dioclea sclerocarpa
C3606286,plnt,Gaga
C3720988,plnt,Teucrium montbretii
C3751725,plnt,Cleistanthus collinus
C3801539,plnt,Aglaia foveolata
C3887872,plnt,Syzygium
C3902349,plnt,Salix scouleriana
C3902672,plnt,Salix lasiandra
C4111575,plnt,Justicia procumbens
C4332418,plnt,Tetragonolobus
C4333612,plnt,Eucalyptus intertexta
C4352603,plnt,Annona coriacea
C4391579,plnt,Ecklonia arborea
